order_id,customer_id,product_id,quantity,unit_price,payment_mode,order_date
OFF00518,478,185,2,1499,Cash,2026-01-17
OFF00519,132,204,1,9999,Credit Card,2026-01-12
OFF00520,1084,251,4,999,Cash,2026-01-19
OFF00521,268,283,3,1499,Debit Card,2026-01-24
OFF00522,496,47,3,499,UPI,2026-01-06
OFF00523,763,293,2,999,Credit Card,2026-01-22
OFF00524,520,106,3,9999,Net Banking,2026-01-01
OFF00525,763,5,4,999,Credit Card,2026-01-20
OFF00526,723,5,2,1499,Debit Card,2026-01-23
OFF00527,973,141,4,2499,Debit Card,2026-01-15
OFF00528,410,130,2,2499,Wallet,2026-01-17
OFF00529,624,204,1,499,Wallet,2026-01-27
OFF00530,801,192,3,1499,UPI,2026-01-16
OFF00531,756,33,3,1499,Debit Card,2026-01-28
OFF00532,829,142,3,9999,Wallet,2026-01-10
OFF00533,884,97,2,4999,Credit Card,2026-01-29
OFF00534,428,30,4,9999,Wallet,2026-01-05
OFF00535,366,14,4,1499,Cash,2026-01-13
OFF00536,826,199,1,4999,Net Banking,2026-01-27
OFF00537,831,98,3,9999,Credit Card,2026-01-22
OFF00538,468,274,4,9999,Net Banking,2026-01-10
OFF00539,200,88,2,1499,Cash,2026-01-05
OFF00540,1022,133,2,9999,Debit Card,2026-01-21
OFF00541,329,46,2,1499,Wallet,2026-01-28
OFF00542,481,158,4,1499,Debit Card,2026-01-19
OFF00543,582,151,4,499,UPI,2026-01-28
OFF00544,1011,299,1,2499,Credit Card,2026-01-17
OFF00545,406,62,4,4999,Cash,2026-01-02
OFF00546,451,78,2,999,Cash,2026-01-19
OFF00547,984,235,2,1499,Wallet,2026-01-06
OFF00548,747,42,4,1499,Credit Card,2026-01-11
OFF00549,381,30,1,2499,Credit Card,2026-01-25
OFF00550,905,87,2,2499,UPI,2026-01-05
OFF00551,540,223,4,2499,Cash,2026-01-13
OFF00552,305,3,1,4999,Wallet,2026-01-12
OFF00553,296,8,3,4999,UPI,2026-01-22
OFF00554,811,3,2,999,Debit Card,2026-01-10
OFF00555,616,67,1,2499,Net Banking,2026-01-10
OFF00556,406,86,1,499,Debit Card,2026-01-15
OFF00557,1010,267,3,2499,Wallet,2026-01-05
OFF00558,869,176,4,1499,Credit Card,2026-01-06
OFF00559,330,207,1,999,Wallet,2026-01-05
OFF00560,617,109,1,4999,Credit Card,2026-01-04
OFF00561,998,188,1,2499,Wallet,2026-01-09
OFF00562,150,274,1,4999,Wallet,2026-01-04
OFF00563,219,11,1,9999,Cash,2026-01-15
OFF00564,359,195,1,4999,Cash,2026-01-23
OFF00565,803,79,2,9999,Wallet,2026-01-01
OFF00566,204,155,4,9999,Wallet,2026-01-17
OFF00567,951,139,2,2499,UPI,2026-01-17
OFF00568,904,61,3,499,UPI,2026-01-16
OFF00569,952,102,2,1499,Net Banking,2026-01-07
OFF00570,265,184,4,1499,UPI,2026-01-18
OFF00571,1056,255,2,9999,Cash,2026-01-11
OFF00572,788,121,1,499,UPI,2026-01-30
OFF00573,1073,57,4,999,UPI,2026-01-25
OFF00574,841,262,1,9999,UPI,2026-01-29
OFF00575,404,132,2,2499,Debit Card,2026-01-15
OFF00576,996,26,1,999,UPI,2026-01-28
OFF00577,421,149,3,9999,Cash,2026-01-24
OFF00578,110,60,1,499,Credit Card,2026-01-22
OFF00579,1016,88,3,1499,Cash,2026-01-20
OFF00580,935,138,1,1499,Debit Card,2026-01-06
OFF00581,1086,59,4,2499,Cash,2026-01-09
OFF00582,765,198,4,2499,Credit Card,2026-01-04
OFF00583,207,68,1,999,Cash,2026-01-30
OFF00584,726,248,4,999,Cash,2026-01-25
OFF00585,1002,184,1,9999,Wallet,2026-01-29
OFF00586,216,67,4,2499,Cash,2026-01-15
OFF00587,771,24,1,1499,Debit Card,2026-01-01
OFF00588,995,269,2,9999,Debit Card,2026-01-17
OFF00589,778,268,1,2499,Wallet,2026-01-08
OFF00590,793,247,3,9999,Wallet,2026-01-13
OFF00591,759,77,1,499,Credit Card,2026-01-17
OFF00592,177,241,4,999,Cash,2026-01-11
OFF00593,152,124,3,1499,Net Banking,2026-01-08
OFF00594,937,282,4,2499,Credit Card,2026-01-03
OFF00595,559,236,4,4999,UPI,2026-01-28
OFF00596,222,256,4,1499,Cash,2026-01-24
OFF00597,523,10,1,2499,UPI,2026-01-18
OFF00598,911,282,1,499,Net Banking,2026-01-20
OFF00599,788,156,2,9999,Cash,2026-01-11
OFF00600,965,187,1,999,Cash,2026-01-11
OFF00601,773,287,4,9999,Debit Card,2026-01-23
OFF00602,878,232,1,499,Wallet,2026-01-08
OFF00603,950,2,3,1499,Wallet,2026-01-26
OFF00604,209,150,3,9999,UPI,2026-01-29
OFF00605,942,85,4,999,Wallet,2026-01-24
OFF00606,726,210,1,1499,Credit Card,2026-01-07
OFF00607,569,62,4,999,Credit Card,2026-01-23
OFF00608,148,174,1,2499,Wallet,2026-01-27
OFF00609,775,64,4,2499,Net Banking,2026-01-17
OFF00610,644,69,4,499,Wallet,2026-01-02
OFF00611,595,284,4,4999,Net Banking,2026-01-25
OFF00612,935,91,2,9999,Credit Card,2026-01-04
OFF00613,1003,199,3,4999,Cash,2026-01-14
OFF00614,1087,128,3,2499,Debit Card,2026-01-10
OFF00615,523,232,2,999,Net Banking,2026-01-23
OFF00616,661,263,3,9999,Debit Card,2026-01-23
OFF00617,315,284,2,999,Net Banking,2026-01-23
OFF00618,236,149,3,9999,Wallet,2026-01-21
OFF00619,219,92,3,9999,Debit Card,2026-01-18
OFF00620,866,246,4,9999,Net Banking,2026-01-10
OFF00621,210,217,1,4999,UPI,2026-01-13
OFF00622,158,75,1,9999,Credit Card,2026-01-09
OFF00623,357,83,3,9999,Credit Card,2026-01-27
OFF00624,872,32,3,999,Net Banking,2026-01-02
OFF00625,731,184,4,499,Wallet,2026-01-24
OFF00626,763,288,2,9999,Net Banking,2026-01-13
OFF00627,781,122,3,9999,UPI,2026-01-30
OFF00628,1080,196,4,2499,Wallet,2026-01-11
OFF00629,862,283,1,499,Debit Card,2026-01-07
OFF00630,822,227,2,9999,Wallet,2026-01-21
OFF00631,1088,189,2,9999,Credit Card,2026-01-10
OFF00632,177,230,2,9999,Credit Card,2026-01-06
OFF00633,142,264,1,2499,Cash,2026-01-09
OFF00634,265,285,3,999,Net Banking,2026-01-28
OFF00635,578,131,1,1499,Wallet,2026-01-30
OFF00636,1051,80,1,999,Debit Card,2026-01-20
OFF00637,909,27,3,2499,Net Banking,2026-01-18
OFF00638,426,184,1,9999,Net Banking,2026-01-08
OFF00639,264,95,1,4999,Cash,2026-01-18
OFF00640,458,275,4,499,Credit Card,2026-01-29
OFF00641,470,110,3,1499,Debit Card,2026-01-07
OFF00642,944,272,4,4999,Wallet,2026-01-01
OFF00643,347,59,3,2499,Wallet,2026-01-20
OFF00644,1007,125,1,9999,Debit Card,2026-01-13
OFF00645,654,59,4,1499,Wallet,2026-01-10
OFF00646,923,13,3,4999,Net Banking,2026-01-15
OFF00647,1020,250,1,1499,Wallet,2026-01-07
OFF00648,272,165,1,499,Net Banking,2026-01-18
OFF00649,787,4,1,999,Wallet,2026-01-25
OFF00650,311,110,4,499,Net Banking,2026-01-27
OFF00651,803,223,1,9999,Credit Card,2026-01-01
OFF00652,190,236,3,499,UPI,2026-01-02
OFF00653,173,92,3,4999,Net Banking,2026-01-27
OFF00654,498,117,3,2499,Cash,2026-01-21
OFF00655,118,208,4,1499,Cash,2026-01-22
OFF00656,838,61,1,9999,Net Banking,2026-01-03
OFF00657,969,300,1,9999,UPI,2026-01-12
OFF00658,906,258,1,1499,Wallet,2026-01-10
OFF00659,491,45,3,2499,Cash,2026-01-27
OFF00660,647,16,4,999,Credit Card,2026-01-05
OFF00661,248,201,3,9999,Debit Card,2026-01-22
OFF00662,996,192,1,4999,Net Banking,2026-01-05
OFF00663,687,64,1,499,Net Banking,2026-01-13
OFF00664,316,276,1,1499,Wallet,2026-01-24
OFF00665,1028,177,2,2499,Wallet,2026-01-28
OFF00666,289,263,2,999,Credit Card,2026-01-20
OFF00667,286,130,2,499,Wallet,2026-01-26
OFF00668,573,291,1,4999,Wallet,2026-01-18
OFF00669,169,38,3,9999,Debit Card,2026-01-04
OFF00670,466,102,4,1499,Credit Card,2026-01-22
OFF00671,735,121,1,1499,UPI,2026-01-29
OFF00672,562,100,3,2499,Debit Card,2026-01-20
OFF00673,681,157,2,4999,Debit Card,2026-01-26
OFF00674,105,162,4,999,Debit Card,2026-01-08
OFF00675,961,114,4,1499,Debit Card,2026-01-05
OFF00676,557,170,4,2499,Debit Card,2026-01-25
OFF00677,212,157,4,4999,Credit Card,2026-01-21
OFF00678,1013,42,3,999,Net Banking,2026-01-07
OFF00679,178,135,1,9999,UPI,2026-01-28
OFF00680,693,260,1,4999,Cash,2026-01-25
OFF00681,367,109,1,4999,Net Banking,2026-01-29
OFF00682,894,277,4,9999,Credit Card,2026-01-12
OFF00683,851,201,2,4999,Debit Card,2026-01-05
OFF00684,473,238,1,2499,Net Banking,2026-01-01
OFF00685,244,123,2,4999,Cash,2026-01-06
OFF00686,850,92,2,9999,Cash,2026-01-12
OFF00687,338,21,2,2499,UPI,2026-01-09
OFF00688,785,190,2,499,Credit Card,2026-01-17
OFF00689,1040,185,4,2499,Cash,2026-01-29
OFF00690,432,24,1,9999,UPI,2026-01-23
OFF00691,370,267,3,9999,Net Banking,2026-01-18
OFF00692,770,292,2,2499,Cash,2026-01-12
OFF00693,1097,40,3,2499,Credit Card,2026-01-17
OFF00694,599,208,3,1499,Cash,2026-01-29
OFF00695,270,4,2,2499,Credit Card,2026-01-03
OFF00696,254,264,3,999,Credit Card,2026-01-06
OFF00697,336,186,1,9999,Cash,2026-01-26
OFF00698,792,170,1,2499,Cash,2026-01-16
OFF00699,954,108,2,9999,Cash,2026-01-01
OFF00700,688,125,1,999,Net Banking,2026-01-06
OFF00701,251,69,1,4999,UPI,2026-01-06
OFF00702,1082,133,2,4999,Cash,2026-01-20
OFF00703,846,289,1,9999,Wallet,2026-01-27
OFF00704,560,146,1,999,Net Banking,2026-01-16
OFF00705,951,247,2,999,Cash,2026-01-20
OFF00706,776,74,2,4999,Net Banking,2026-01-09
OFF00707,711,86,3,2499,Net Banking,2026-01-03
OFF00708,236,118,4,2499,UPI,2026-01-01
OFF00709,721,104,4,999,UPI,2026-01-06
OFF00710,616,244,1,4999,UPI,2026-01-03
OFF00711,653,247,2,4999,UPI,2026-01-29
OFF00712,996,221,4,1499,UPI,2026-01-23
OFF00713,1061,272,4,999,Cash,2026-01-26
OFF00714,924,196,3,4999,Wallet,2026-01-30
OFF00715,238,295,1,2499,Debit Card,2026-01-16
OFF00716,713,120,1,1499,Net Banking,2026-01-14
OFF00717,827,132,2,499,Wallet,2026-01-26
OFF00718,108,4,1,4999,Cash,2026-01-21
OFF00719,471,106,3,2499,UPI,2026-01-05
OFF00720,976,219,3,1499,Net Banking,2026-01-14
OFF00721,383,290,3,4999,Wallet,2026-01-13
OFF00722,903,105,4,4999,Net Banking,2026-01-16
OFF00723,669,92,3,4999,Cash,2026-01-09
OFF00724,508,158,3,9999,Wallet,2026-01-05
OFF00725,902,61,2,2499,Wallet,2026-01-06
OFF00726,511,52,2,4999,Debit Card,2026-01-26
OFF00727,499,282,1,999,Wallet,2026-01-01
OFF00728,1049,47,2,2499,Net Banking,2026-01-14
OFF00729,328,46,1,1499,Debit Card,2026-01-03
OFF00730,729,20,4,2499,Wallet,2026-01-17
OFF00731,756,147,1,999,Cash,2026-01-15
OFF00732,1054,6,2,9999,Net Banking,2026-01-10
OFF00733,623,100,1,4999,Net Banking,2026-01-23
OFF00734,137,119,2,9999,Debit Card,2026-01-08
OFF00735,383,1,2,499,Cash,2026-01-12
OFF00736,306,203,4,4999,Net Banking,2026-01-01
OFF00737,392,36,1,4999,Wallet,2026-01-27
OFF00738,1087,287,3,1499,Debit Card,2026-01-08
OFF00739,689,100,4,2499,UPI,2026-01-09
OFF00740,210,90,4,4999,Net Banking,2026-01-03
OFF00741,1070,258,3,1499,UPI,2026-01-26
OFF00742,933,263,3,4999,Net Banking,2026-01-09
OFF00743,596,227,4,4999,Credit Card,2026-01-25
OFF00744,572,174,4,9999,Net Banking,2026-01-28
OFF00745,365,15,4,499,UPI,2026-01-13
OFF00746,523,113,2,1499,Debit Card,2026-01-17
OFF00747,953,275,1,9999,Debit Card,2026-01-08
OFF00748,790,148,1,2499,Wallet,2026-01-27
OFF00749,1054,176,1,4999,Credit Card,2026-01-16
OFF00750,1016,161,3,999,Net Banking,2026-01-09
OFF00751,855,94,2,2499,Credit Card,2026-01-08
OFF00752,335,124,3,999,Credit Card,2026-01-27
OFF00753,898,128,3,999,UPI,2026-01-04
OFF00754,107,41,4,4999,Net Banking,2026-01-02
OFF00755,423,247,3,4999,Cash,2026-01-29
OFF00756,288,295,3,2499,Net Banking,2026-01-09
OFF00757,232,204,2,4999,UPI,2026-01-17
OFF00758,134,217,4,4999,Net Banking,2026-01-12
OFF00759,1100,202,2,2499,UPI,2026-01-23
OFF00760,806,266,4,1499,UPI,2026-01-01
OFF00761,204,108,4,4999,Debit Card,2026-01-12
OFF00762,370,133,2,4999,Credit Card,2026-01-09
OFF00763,289,242,3,1499,Cash,2026-01-14
OFF00764,871,108,4,9999,Debit Card,2026-01-12
OFF00765,285,206,3,2499,Net Banking,2026-01-05
OFF00766,839,295,2,499,Debit Card,2026-01-26
OFF00767,301,121,4,2499,Credit Card,2026-01-26
OFF00768,281,77,4,499,Cash,2026-01-16
OFF00769,408,69,3,2499,Debit Card,2026-01-18
OFF00770,202,291,1,2499,Wallet,2026-01-06
OFF00771,588,31,2,1499,Wallet,2026-01-04
OFF00772,470,231,3,1499,Debit Card,2026-01-18
OFF00773,121,286,3,1499,Cash,2026-01-04
OFF00774,690,180,2,4999,Wallet,2026-01-21
OFF00775,464,276,2,1499,Debit Card,2026-01-22
OFF00776,558,262,4,9999,UPI,2026-01-13
OFF00777,1080,147,4,9999,Credit Card,2026-01-28
OFF00778,747,86,3,2499,Net Banking,2026-01-19
OFF00779,266,208,1,499,Debit Card,2026-01-08
OFF00780,399,161,3,9999,Wallet,2026-01-09
OFF00781,900,203,3,2499,Debit Card,2026-01-24
OFF00782,272,267,4,2499,Credit Card,2026-01-28
OFF00783,341,12,2,9999,Wallet,2026-01-09
OFF00784,507,41,2,999,UPI,2026-01-04
OFF00785,156,33,4,4999,UPI,2026-01-25
OFF00786,369,204,1,499,Net Banking,2026-01-05
OFF00787,335,44,4,1499,Credit Card,2026-01-24
OFF00788,230,146,4,9999,Credit Card,2026-01-17
OFF00789,780,88,1,499,Debit Card,2026-01-28
OFF00790,1099,167,4,2499,Net Banking,2026-01-30
OFF00791,1093,140,4,999,Wallet,2026-01-18
OFF00792,867,91,4,9999,Wallet,2026-01-29
OFF00793,756,289,4,4999,Wallet,2026-01-18
OFF00794,653,159,3,2499,Credit Card,2026-01-26
OFF00795,475,46,4,1499,Cash,2026-01-09
OFF00796,101,80,3,499,Net Banking,2026-01-27
OFF00797,581,70,3,1499,Net Banking,2026-01-01
OFF00798,110,252,4,1499,Cash,2026-01-26
OFF00799,662,150,2,499,Debit Card,2026-01-07
OFF00800,356,211,4,2499,Credit Card,2026-01-23
OFF00801,370,200,4,999,UPI,2026-01-14
OFF00802,765,123,3,1499,Wallet,2026-01-18
OFF00803,974,138,4,999,UPI,2026-01-06
OFF00804,753,70,3,499,Cash,2026-01-20
OFF00805,738,232,3,9999,Cash,2026-01-07
OFF00806,151,165,1,999,Net Banking,2026-01-01
OFF00807,376,96,1,1499,Credit Card,2026-01-23
OFF00808,193,225,1,999,Credit Card,2026-01-01
OFF00809,531,253,2,1499,Debit Card,2026-01-26
OFF00810,814,256,3,2499,UPI,2026-01-11
OFF00811,373,42,2,499,Cash,2026-01-03
OFF00812,297,279,4,999,Debit Card,2026-01-27
OFF00813,1098,196,1,499,Wallet,2026-01-08
OFF00814,856,198,4,999,UPI,2026-01-07
OFF00815,782,236,1,4999,Credit Card,2026-01-16
OFF00816,263,200,3,1499,Wallet,2026-01-24
OFF00817,593,22,1,1499,Wallet,2026-01-10
OFF00818,985,102,3,499,Wallet,2026-01-07
OFF00819,545,58,2,9999,Debit Card,2026-01-01
OFF00820,223,86,3,4999,Cash,2026-01-26
OFF00821,696,125,1,499,Wallet,2026-01-16
OFF00822,355,80,3,499,Credit Card,2026-01-16
OFF00823,162,47,3,9999,UPI,2026-01-12
OFF00824,600,79,1,999,Credit Card,2026-01-11
OFF00825,851,286,3,2499,Credit Card,2026-01-01
OFF00826,238,194,3,9999,Debit Card,2026-01-29
OFF00827,549,21,4,9999,Net Banking,2026-01-10
OFF00828,681,278,4,999,Credit Card,2026-01-18
OFF00829,580,179,3,9999,Debit Card,2026-01-28
OFF00830,644,284,2,499,Credit Card,2026-01-15
OFF00831,476,152,3,4999,Cash,2026-01-01
OFF00832,290,260,4,9999,UPI,2026-01-20
OFF00833,839,187,2,1499,UPI,2026-01-22
OFF00834,637,276,4,999,Wallet,2026-01-16
OFF00835,390,283,2,4999,Debit Card,2026-01-14
OFF00836,636,165,1,499,Wallet,2026-01-03
OFF00837,995,23,2,999,UPI,2026-01-07
OFF00838,202,55,4,999,UPI,2026-01-19
OFF00839,739,199,4,4999,Wallet,2026-01-19
OFF00840,327,132,1,1499,Net Banking,2026-01-23
OFF00841,772,37,1,999,Cash,2026-01-30
OFF00842,163,41,4,9999,Debit Card,2026-01-18
OFF00843,160,213,3,9999,Net Banking,2026-01-09
OFF00844,173,271,1,9999,Debit Card,2026-01-03
OFF00845,843,111,1,499,Credit Card,2026-01-18
OFF00846,639,198,2,999,Wallet,2026-01-08
OFF00847,868,292,2,4999,Net Banking,2026-01-14
OFF00848,570,55,3,9999,Wallet,2026-01-22
OFF00849,912,219,1,999,Credit Card,2026-01-18
OFF00850,262,206,3,9999,Net Banking,2026-01-20
OFF00851,664,227,3,1499,Debit Card,2026-01-28
OFF00852,541,191,4,9999,Wallet,2026-01-11
OFF00853,885,124,2,2499,Net Banking,2026-01-30
OFF00854,559,131,3,2499,Cash,2026-01-01
OFF00855,117,18,3,4999,Net Banking,2026-01-05
OFF00856,328,155,1,1499,Credit Card,2026-01-28
OFF00857,943,162,1,9999,Debit Card,2026-01-30
OFF00858,139,284,2,499,Cash,2026-01-12
OFF00859,476,80,2,1499,Net Banking,2026-01-08
OFF00860,195,120,3,1499,Net Banking,2026-01-13
OFF00861,180,292,2,9999,Wallet,2026-01-11
OFF00862,946,248,2,2499,Wallet,2026-01-23
OFF00863,758,296,1,4999,Debit Card,2026-01-02
OFF00864,899,296,4,499,UPI,2026-01-30
OFF00865,527,172,3,2499,UPI,2026-01-28
OFF00866,897,117,1,9999,Wallet,2026-01-13
OFF00867,143,28,3,4999,Debit Card,2026-01-18
OFF00868,615,290,2,1499,Wallet,2026-01-08
OFF00869,850,79,1,9999,Cash,2026-01-15
OFF00870,543,295,1,999,Debit Card,2026-01-26
OFF00871,445,202,2,999,UPI,2026-01-16
OFF00872,509,293,1,4999,Debit Card,2026-01-03
OFF00873,234,205,4,9999,Credit Card,2026-01-16
OFF00874,505,287,2,2499,Wallet,2026-01-19
OFF00875,174,101,2,999,Debit Card,2026-01-25
OFF00876,1047,221,3,9999,Net Banking,2026-01-03
OFF00877,475,58,4,2499,Debit Card,2026-01-07
OFF00878,772,165,3,4999,UPI,2026-01-25
OFF00879,732,157,2,1499,Cash,2026-01-20
OFF00880,1047,75,4,499,Credit Card,2026-01-07
OFF00881,974,192,2,9999,UPI,2026-01-04
OFF00882,1049,28,2,4999,Credit Card,2026-01-28
OFF00883,811,148,1,1499,UPI,2026-01-10
OFF00884,440,231,4,499,Credit Card,2026-01-24
OFF00885,660,276,2,999,Net Banking,2026-01-25
OFF00886,848,133,4,4999,Credit Card,2026-01-23
OFF00887,1028,10,4,4999,Wallet,2026-01-17
OFF00888,162,23,3,999,Debit Card,2026-01-07
OFF00889,771,139,1,2499,UPI,2026-01-03
OFF00890,973,199,3,9999,Wallet,2026-01-12
OFF00891,989,56,1,1499,Wallet,2026-01-13
OFF00892,827,119,4,4999,UPI,2026-01-29
OFF00893,645,162,4,4999,UPI,2026-01-06
OFF00894,1049,102,4,4999,Wallet,2026-01-01
OFF00895,413,21,2,4999,Debit Card,2026-01-16
OFF00896,456,202,2,499,Wallet,2026-01-12
OFF00897,614,182,3,999,Debit Card,2026-01-26
OFF00898,1012,32,3,2499,UPI,2026-01-18
OFF00899,450,144,2,999,Cash,2026-01-22
OFF00900,492,71,1,9999,Net Banking,2026-01-22
OFF00901,687,117,4,999,Credit Card,2026-01-14
OFF00902,656,160,3,2499,Credit Card,2026-01-07
OFF00903,417,71,2,999,Wallet,2026-01-23
OFF00904,1031,269,2,2499,Credit Card,2026-01-21
OFF00905,170,290,2,1499,Net Banking,2026-01-18
OFF00906,960,61,2,1499,Credit Card,2026-01-24
OFF00907,1085,16,3,2499,Cash,2026-01-10
OFF00908,898,227,3,999,Credit Card,2026-01-04
OFF00909,881,68,2,499,Net Banking,2026-01-20
OFF00910,338,137,2,4999,Credit Card,2026-01-22
OFF00911,805,14,3,499,Cash,2026-01-05
OFF00912,766,258,4,9999,Debit Card,2026-01-06
OFF00913,241,199,4,2499,Credit Card,2026-01-07
OFF00914,883,116,1,2499,UPI,2026-01-30
OFF00915,861,139,4,999,Wallet,2026-01-07
OFF00916,1050,105,1,999,Cash,2026-01-28
OFF00917,1009,251,3,2499,Credit Card,2026-01-14
OFF00918,853,208,1,4999,Cash,2026-01-24
OFF00919,1062,161,4,4999,Wallet,2026-01-19
OFF00920,212,275,1,4999,Cash,2026-01-15
OFF00921,651,22,2,4999,Cash,2026-01-24
OFF00922,884,21,4,4999,Wallet,2026-01-02
OFF00923,508,98,3,2499,Debit Card,2026-01-25
OFF00924,533,147,4,999,Debit Card,2026-01-20
OFF00925,950,28,2,2499,Wallet,2026-01-15
OFF00926,898,47,1,999,Net Banking,2026-01-29
OFF00927,524,280,2,2499,Debit Card,2026-01-15
OFF00928,705,13,2,2499,Wallet,2026-01-29
OFF00929,357,104,4,499,Debit Card,2026-01-23
OFF00930,217,84,1,499,Wallet,2026-01-15
OFF00931,825,186,1,4999,Cash,2026-01-24
OFF00932,664,262,2,2499,Cash,2026-01-02
OFF00933,993,88,3,4999,Wallet,2026-01-28
OFF00934,284,77,2,999,Wallet,2026-01-02
OFF00935,848,215,3,1499,Cash,2026-01-10
OFF00936,1084,93,1,999,Credit Card,2026-01-01
OFF00937,610,130,1,2499,Cash,2026-01-18
OFF00938,323,3,4,999,Net Banking,2026-01-22
OFF00939,553,244,4,2499,UPI,2026-01-20
OFF00940,385,4,2,4999,Net Banking,2026-01-21
OFF00941,290,286,2,499,Credit Card,2026-01-02
OFF00942,975,179,1,999,UPI,2026-01-22
OFF00943,1043,296,3,1499,UPI,2026-01-02
OFF00944,266,56,4,999,Wallet,2026-01-10
OFF00945,868,294,2,2499,Net Banking,2026-01-12
OFF00946,431,19,1,1499,Debit Card,2026-01-29
OFF00947,964,195,1,2499,Net Banking,2026-01-03
OFF00948,225,150,4,999,Wallet,2026-01-28
OFF00949,524,141,3,4999,Net Banking,2026-01-07
OFF00950,686,108,1,499,Wallet,2026-01-21
OFF00951,842,271,1,2499,Wallet,2026-01-20
OFF00952,969,148,4,4999,Debit Card,2026-01-09
OFF00953,730,270,3,999,Net Banking,2026-01-16
OFF00954,928,267,4,2499,Credit Card,2026-01-29
OFF00955,102,120,3,999,UPI,2026-01-01
OFF00956,969,239,1,9999,Credit Card,2026-01-26
OFF00957,442,213,4,499,Debit Card,2026-01-18
OFF00958,307,109,1,9999,Wallet,2026-01-10
OFF00959,408,131,1,1499,Net Banking,2026-01-18
OFF00960,803,166,1,499,Debit Card,2026-01-11
OFF00961,299,203,1,999,Debit Card,2026-01-27
OFF00962,917,174,4,2499,UPI,2026-01-21
OFF00963,743,70,4,999,Cash,2026-01-29
OFF00964,903,275,3,2499,Cash,2026-01-30
OFF00965,843,29,3,4999,Wallet,2026-01-11
OFF00966,692,285,1,999,Wallet,2026-01-11
OFF00967,388,182,1,999,UPI,2026-01-11
OFF00968,721,193,2,4999,Cash,2026-01-06
OFF00969,979,60,3,9999,Debit Card,2026-01-23
OFF00970,189,17,3,2499,Cash,2026-01-29
OFF00971,950,122,3,2499,Debit Card,2026-01-07
OFF00972,215,269,3,999,Debit Card,2026-01-26
OFF00973,555,20,2,499,Net Banking,2026-01-01
OFF00974,449,248,2,999,Cash,2026-01-24
OFF00975,247,269,3,1499,UPI,2026-01-27
OFF00976,842,265,2,999,UPI,2026-01-15
OFF00977,419,199,1,499,UPI,2026-01-22
OFF00978,1011,45,3,2499,UPI,2026-01-04
OFF00979,692,267,3,499,Debit Card,2026-01-21
OFF00980,298,108,3,999,Debit Card,2026-01-09
OFF00981,788,273,3,2499,UPI,2026-01-09
OFF00982,218,77,2,1499,UPI,2026-01-20
OFF00983,656,287,1,999,Debit Card,2026-01-18
OFF00984,1066,164,3,999,Wallet,2026-01-26
OFF00985,173,146,2,999,Debit Card,2026-01-20
OFF00986,234,174,4,499,UPI,2026-01-16
OFF00987,156,26,1,2499,UPI,2026-01-14
OFF00988,711,201,2,9999,Net Banking,2026-01-21
OFF00989,441,229,3,1499,Credit Card,2026-01-23
OFF00990,682,274,1,2499,Credit Card,2026-01-03
OFF00991,418,240,1,2499,Wallet,2026-01-21
OFF00992,1071,239,4,999,Credit Card,2026-01-05
OFF00993,288,133,3,2499,Wallet,2026-01-30
OFF00994,600,170,3,2499,UPI,2026-01-03
OFF00995,591,244,1,1499,Cash,2026-01-28
OFF00996,719,88,3,1499,Net Banking,2026-01-05
OFF00997,938,261,1,2499,Wallet,2026-01-26
OFF00998,766,55,3,4999,UPI,2026-01-26
OFF00999,705,155,4,2499,Cash,2026-01-08
OFF01000,494,125,2,2499,UPI,2026-01-11
OFF01001,681,107,4,2499,Debit Card,2026-01-18
OFF01002,786,121,2,9999,UPI,2026-01-24
OFF01003,707,294,4,499,Net Banking,2026-01-15
OFF01004,281,167,1,2499,Debit Card,2026-01-13
OFF01005,934,36,1,9999,Net Banking,2026-01-25
OFF01006,761,195,3,2499,Wallet,2026-01-02
OFF01007,1009,47,2,999,Net Banking,2026-01-29
OFF01008,253,1,2,9999,Cash,2026-01-18
OFF01009,692,150,4,4999,Cash,2026-01-07
OFF01010,684,106,3,1499,Wallet,2026-01-10
OFF01011,697,223,3,499,UPI,2026-01-20
OFF01012,973,262,4,999,Debit Card,2026-01-02
OFF01013,821,190,1,499,Net Banking,2026-01-27
OFF01014,987,184,1,1499,UPI,2026-01-08
OFF01015,426,222,4,9999,Wallet,2026-01-13
OFF01016,659,208,4,2499,Credit Card,2026-01-22
OFF01017,293,89,4,999,Net Banking,2026-01-13
OFF01018,396,185,4,999,Wallet,2026-01-05
OFF01019,764,69,1,499,UPI,2026-01-05
OFF01020,187,250,4,999,Credit Card,2026-01-21
OFF01021,719,213,4,9999,Cash,2026-01-20
OFF01022,535,93,4,4999,Net Banking,2026-01-27
OFF01023,332,231,4,1499,Credit Card,2026-01-14
OFF01024,343,4,4,9999,Wallet,2026-01-17
OFF01025,691,138,4,4999,Debit Card,2026-01-02
OFF01026,478,20,4,9999,UPI,2026-01-19
OFF01027,848,247,1,999,Wallet,2026-01-17
OFF01028,181,144,4,4999,Net Banking,2026-01-29
OFF01029,746,46,2,2499,Wallet,2026-01-22
OFF01030,155,40,3,4999,Debit Card,2026-01-18
OFF01031,625,6,4,2499,Cash,2026-01-19
OFF01032,1084,170,4,1499,Debit Card,2026-01-10
OFF01033,1046,86,1,9999,Net Banking,2026-01-24
OFF01034,745,156,3,499,Cash,2026-01-19
